0,0,2,1,0,1,1,0,0,2,2,0,0,2,0,1,0,0,0,0,2
1,3.8,10.9,13.6,0.8250000000000002,-1.2999999999999998,11.1,16.1,11.7,10.9,0.8999999999999999,1.1,11.133333333333333,0.8999999999999999,3.8,6.9,0.8250000000000002,15.8,15.1,1.1,0.8999999999999999
2,5.1,10.0,-4.525,15.8,3.6,1.1,6.8,8.8,11.2,6.3,-2.45,-4.9,5.8,4.1,5.333333333333333,-5.699999999999999,5.8,-3.175,-0.20000000000000018,0.3
3,5.8,0.34999999999999964,3.9,4.1,12.9,-1.1,1.1,9.775,-7.05,-0.7000000000000002,-2.3,1.7,8.8,-2.7333333333333334,-1.2999999999999998,-3.175,-0.20000000000000018,-5.699999999999999,15.8,-0.7000000000000002
4,5.8,4.35,-4.9,-2.125,13.9,-4.0,1.1,-7.4,-7.95,6.466666666666667,-4.5,15.8,6.05,-2.475,3.6,2.6,-3.775,1.0999999999999996,-2.45,5.8
5,1.1,1.2,-6.2,6.1,3.8,1.1,-3.175,15.8,-1.15,-1.75,9.1,-5.025,-4.6,-0.20000000000000018,3.8,-7.4,1.1,5.8,-5.025,0.8999999999999999
6,5.1,11.2,-4.525,10.525,12.7,1.1,1.1,-3.4749999999999996,2.85,1.2,-2.4000000000000004,-4.0,-2.8,1.1,13.3,0.8250000000000002,1.1,15.8,6.1,1.2
7,6.1,-4.6,-0.3999999999999999,2.5,1.1,2.9,10.525,0.8250000000000002,11.2,0.8999999999999999,-2.475,15.1,4.2,-2.6500000000000004,3.9,8.9,1.9,-7.4,-2.475,-0.7000000000000002
8,15.8,4.35,-2.4499999999999997,1.7,-1.2999999999999998,-2.4499999999999997,1.3000000000000003,11.6,11.2,13.8,10.0,9.1,5.8,11.7,-4.525,2.0999999999999996,-2.45,-7.4,3.8,0.8999999999999999
9,15.1,1.2,6.6,1.7,3.6,-0.3999999999999999,5.1,-2.125,2.85,-1.5833333333333335,1.7999999999999998,-4.225,1.2,3.375,3.9,-2.3,-3.4749999999999996,1.1,1.7999999999999998,-0.19999999999999973
