0,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,13.8,11.2,-1.15,1.7999999999999998,16.1,-1.15,13.8,13.8,16.1,13.8,-0.3999999999999999,-2.9,5.8,-3.175,-2.3,1.1,11.1,15.8,0.8250000000000002,15.8
2,13.9,5.8,0.3,5.8,3.8,11.2,3.8,1.7999999999999998,16.1,3.8,3.9,1.7,1.1,-3.175,3.8,13.8,5.7,3.8,4.7,1.1
3,4.1,10.9,0.8999999999999999,6.1,1.1,1.7999999999999998,3.8,5.8,-3.175,15.1,3.3,1.1,-3.175,5.8,-2.9,0.3250000000000002,11.1,13.8,5.8,16.1
4,13.3,-1.15,0.8999999999999999,10.825,1.1,0.3,2.7,-2.9,5.8,1.7999999999999998,2.9,11.1,11.1,10.825,10.825,5.8,3.3,-2.3,3.825,10.3
5,13.9,-3.7,15.8,1.7,-2.3,-1.15,2.9,5.8,1.1,-2.9,-0.3999999999999999,0.8250000000000002,4.1,-2.3,6.1,1.7666666666666666,6.6,-2.9,-2.3,4.1
6,13.3,11.2,0.3,1.1,6.466666666666667,11.2,3.8,1.1,10.825,0.8250000000000002,3.8,15.8,-2.9,11.1,15.8,-2.9,6.6,11.7,1.0999999999999996,1.0999999999999996
7,9.233333333333333,-3.1,2.85,15.8,15.8,4.2,3.6,0.8250000000000002,15.8,1.1,5.9,5.8,-2.9,15.8,1.1,1.0999999999999996,12.7,8.8,1.7,4.1
8,13.9,1.7999999999999998,11.2,-3.175,15.8,10.3,13.9,15.1,8.8,2.0999999999999996,11.1,-0.20000000000000018,5.1,15.8,3.8,16.1,3.9,15.8,8.8,3.8
9,-1.2999999999999998,10.9,0.3,5.8,15.1,1.2,13.3,15.8,15.8,6.1,11.1,1.1,15.8,-2.3,16.1,6.1,13.8,1.1,5.8,15.8
10,-1.2999999999999998,0.34999999999999964,1.7999999999999998,8.1,6.1,0.8999999999999999,6.3,1.1,1.1,3.825,2.9,5.1,10.825,15.8,13.8,13.8,-1.2999999999999998,1.7,13.8,1.4916666666666667
